,Request Date (Local),Unnamed: 0,Employee ID,Distance (mi),Duration (min),Fare in KES,Service and Technology Fee,Total Charge in KES
376,2018-08-24,9625,68.0,36.85,205,3101.0,155.05,3256.05
377,2018-08-25,1937,50.0,9.89,35,820.63,41.03,861.6600000000001
378,2018-08-27,7830,71.0,32.870000000000005,141,2532.0,126.6,2658.6
379,2018-08-28,3914,43.0,16.45,46,1433.0,71.65,1504.65
380,2018-08-29,5901,58.0,27.43,134,2289.0,114.45,2403.45
381,2018-08-30,10912,83.0,33.18,157,3200.0,160.0,3360.0
382,2018-08-31,2997,54.0,11.59,51,977.0,48.85,1025.85
383,2018-07-30,7042,89.0,50.22,131,3403.0,170.15,3573.15
384,2018-07-31,9126,108.0,48.66,176,3701.0,185.05,3886.05
385,2018-02-09,1020,9.0,3.19,12,339.46,16.97,356.43
386,2018-03-09,4090,48.0,20.77,81,1580.0,79.0,1659.0
387,2018-04-09,3078,36.0,27.58,104,2025.0,101.25,2126.25
388,2018-05-09,3087,24.0,12.209999999999999,72,990.0,49.5,1039.5
389,2018-06-09,6201,78.0,33.54,134,2600.0,130.0,2730.0
390,2018-07-09,4154,24.0,12.37,56,1107.0,55.35,1162.35
391,2018-08-09,2083,18.0,3.14,19,277.4,13.87,291.27
392,2018-10-09,8372,111.0,40.5,138,3198.0,159.9,3357.9
393,2018-11-09,11616,146.0,57.160000000000004,199,4491.0,224.55,4715.55
394,2018-12-09,7455,83.0,48.1,130,3341.0,167.05,3508.05
395,2018-09-13,5355,35.0,23.86,86,1826.0,91.3,1917.3
396,2018-09-14,3225,53.0,14.92,57,1202.0,60.099999999999994,1262.1
397,2018-09-17,7560,53.0,57.85,186,3881.0,194.05,4075.05
398,2018-09-18,9792,77.0,19.6,125,2876.61,143.84,3020.45
399,2018-09-19,5475,60.0,22.560000000000002,62,2230.0,111.5,2341.5
400,2018-09-20,6603,87.0,56.61,171,3800.0,190.0,3990.0
401,2018-09-21,5530,63.0,17.439999999999998,86,1714.0,85.7,1799.7
402,2018-09-24,8900,106.0,69.66,198,4647.0,232.35,4879.35
403,2018-09-25,2235,45.0,6.4399999999999995,33,600.0,30.0,630.0
404,2018-09-26,10107,159.0,29.05,124,2813.0,140.65,2953.65
405,2018-09-27,3387,33.0,18.35,96,1626.0,81.3,1707.3
406,2018-09-28,2263,39.0,5.59,23,519.0,25.95,544.95
407,2018-01-10,1133,21.0,11.62,36,800.0,40.0,840.0
408,2018-02-10,9100,110.0,41.81,165,3240.0,162.0,3402.0
409,2018-03-10,2285,42.0,17.55,54,1190.0,59.5,1249.5
410,2018-04-10,10332,139.0,52.24,192,3815.0,190.75,4005.75
411,2018-05-10,5775,53.0,10.82,53,1209.0,60.45,1269.45
412,2018-06-10,5800,21.0,20.96,94,5304.59,265.23,5569.82
413,2018-08-10,14022,102.0,74.50999999999999,279,6871.48,343.57,7215.05
414,2018-09-10,10611,96.0,67.33,273,9123.279999999999,456.16999999999996,9579.45
415,2018-11-10,8309,88.0,23.16,113,2082.0,104.1,2186.1
416,2018-12-10,24010,176.0,96.18,367,8959.84,447.99,9407.83
417,2018-10-13,3636,59.0,23.269999999999996,129,1678.93,83.95,1762.88
418,2018-10-14,2429,18.0,5.9,23,386.67,19.34,406.01
419,2018-10-15,6090,28.0,30.330000000000002,110,2109.0,105.45,2214.45
420,2018-10-16,12255,140.0,45.980000000000004,211,3610.0,180.5,3790.5
421,2018-10-17,17325,176.0,60.14,242,7512.4400000000005,375.62,7888.0599999999995
422,2018-10-18,11241,128.0,59.9,186,4198.0,209.9,4407.9
423,2018-10-19,3765,35.0,26.8,95,3099.76,154.99,3254.75
424,2018-10-22,6295,52.0,29.16,95,2061.0,103.05,2164.05
425,2018-10-23,8855,91.0,31.79,109,2976.69,148.84,3125.5299999999997
426,2018-10-24,7629,72.0,55.84,177,3848.0,192.4,4040.4
427,2018-10-25,8946,95.0,29.09,141,2270.0,113.5,2383.5
428,2018-10-26,8995,72.0,20.919999999999998,116,2026.0,101.3,2127.3
429,2018-10-27,1289,9.0,3.69,15,229.74,11.49,241.23
430,2018-10-29,7755,61.0,37.53,153,3238.0,161.9,3399.9
431,2018-10-30,15618,111.0,82.81,307,5998.0,299.9,6297.9
432,2018-10-31,7863,49.0,22.39,128,2368.0,118.4,2486.4
433,2018-01-11,6580,38.0,28.27,131,2280.0,114.0,2394.0
434,2018-02-11,2639,2.0,4.04,16,450.0,22.5,472.5
435,2018-03-11,3966,47.0,28.82,77,2104.0,105.2,2209.2
436,2018-05-11,3975,17.0,7.41,122,1002.0,50.1,1052.1
437,2018-06-11,5314,76.0,42.25,97,2480.0,124.0,2604.0
438,2018-07-11,10676,86.0,30.560000000000002,112,2622.0,131.1,2753.1
439,2018-08-11,6705,91.0,25.57,102,2001.0,100.05,2101.05
440,2018-09-11,8079,90.0,11.84,50,1186.93,59.34,1246.27
441,2018-10-11,1350,0.0,12.62,59,1450.0,72.5,1522.5
442,2018-12-11,10836,102.0,56.839999999999996,291,4121.0,206.05,4327.05
443,2018-11-13,9534,51.0,29.990000000000002,174,2765.0,138.25,2903.25
444,2018-11-14,2733,21.0,15.719999999999999,48,1120.0,56.0,1176.0
445,2018-11-15,10972,82.0,37.22,135,3220.0,161.0,3381.0
446,2018-11-16,8271,40.0,92.42,348,5531.0,276.55,5807.55
447,2018-11-17,1382,7.0,7.48,31,460.0,23.0,483.0
448,2018-11-19,11092,72.0,37.69,169,3056.0,152.8,3208.8
449,2018-11-20,8361,62.0,43.59,162,3204.0,160.2,3364.2
450,2018-11-21,14015,70.0,53.75,248,4467.0,223.35,4690.35
451,2018-11-22,11284,92.0,48.56,186,3697.0,184.85,3881.85
452,2018-11-23,7085,77.0,24.83,109,1868.0,93.4,1961.4
453,2018-11-24,1420,21.0,36.56,89,2032.0,101.6,2133.6
454,2018-11-26,9968,145.0,28.560000000000002,140,2616.0,130.8,2746.8
455,2018-11-27,11452,103.0,42.37,208,3492.0,174.6,3666.6
456,2018-11-28,14405,100.0,44.0,236,3781.0,189.05,3970.05
457,2018-11-29,13050,66.0,35.62,166,3335.0,166.75,3501.75
458,2018-11-30,23400,60.0,82.44,432,7328.0,366.4,7694.4
459,2018-02-12,2943,18.0,7.45,45,644.01,32.2,676.21
460,2018-03-12,10332,100.0,33.34,212,3043.0,152.15,3195.15
461,2018-04-12,10381,82.0,51.33,240,4088.0,204.4,4292.4
462,2018-05-12,11924,69.0,40.120000000000005,190,3439.0,171.95,3610.95
463,2018-06-12,18006,84.0,43.82,272,4777.0,238.85,5015.85
464,2018-07-12,12084,105.0,48.82,241,4268.0,213.4,4481.4
465,2018-08-12,4548,35.0,19.74,89,1620.0,81.0,1701.0
466,2018-10-12,7600,34.0,43.65,172,3355.0,167.75,3522.75
467,2018-11-12,7625,56.0,30.63,161,2677.0,133.85,2810.85
468,2018-12-13,13788,83.0,54.0,265,4145.0,207.25,4352.25
469,2018-12-14,15415,69.0,45.95,232,3944.0,197.2,4141.2
470,2018-12-15,1547,6.0,20.48,49,1276.0,63.8,1339.8
471,2018-12-17,9303,99.0,29.97,109,2431.0,121.55,2552.55
472,2018-12-18,18714,145.0,77.97,333,5639.0,281.95,5920.95
473,2018-12-19,20436,118.0,114.46,390,7934.0,396.7,8330.7
474,2018-12-20,19014,191.0,81.6,258,6480.0,324.0,6804.0
475,2018-12-21,22365,172.0,73.3,289,7798.0,389.9,8187.9
476,2018-12-22,4818,20.0,50.43,134,3745.0,187.25,3932.25
477,2018-12-27,1608,14.0,5.45,15,370.0,18.5,388.5
478,2018-12-28,4830,21.0,12.11,34,888.0,44.4,932.4
479,2018-12-29,1612,7.0,6.21,20,490.0,24.5,514.5
